Villes,Mots-clés,position du média,Nom du média,Titre de l'article,Date de publication,Journée de différence,URL,date et heure saisie,type de mot-clés
Montréal_V2,autobus OR tramway,17,TVA Nouvelles,Une enfant de six ans coincée dans la porte d'un autobus en marche,2021-07-14,20,https://www.tvanouvelles.ca/2021/07/14/une-enfant-de-six-ans-coincee-dans-la-porte-dun-autobus-en-marche,2021-08-03 19:43:51,local
Montréal_V2,autobus OR tramway,18,Le Journal de Québec,Trois-Rivières recevra ses premiers bus électriques sous peu,2021-07-13,21,https://www.journaldequebec.com/2021/07/13/trois-rivieres-recevra-ses-premiers-bus-electriques-sous-peu-1,2021-08-03 19:43:51,local
Montréal_V2,autobus OR tramway,19,VINGT 55 Média web,Une aide de 20 M$ pour relancer le transport interurbain par autobus partout au Québec,2021-07-09,25,https://vingt55.ca/une-aide-de-20-m-pour-relancer-le-transport-interurbain-par-autobus-partout-au-quebec/,2021-08-03 19:43:51,local
Montréal_V2,autobus OR tramway,20,Magazine MCI,Giradin – en attente de déployer 1 200 autobus électriques au Québec,2021-07-07,27,https://magazinemci.com/2021/07/07/giradin-en-attente-de-deployer-1-200-autobus-electriques-au-quebec/,2021-08-03 19:43:52,local
Montréal_V2,autobus OR tramway,21,Journal Le Guide - Cowansville,Des autobus sillonneront Bromont dès le 31 juillet,2021-07-21,13,https://www.journalleguide.com/2021/07/21/des-autobus-sillonneront-bromont-des-le-31-juillet/,2021-08-03 19:43:52,local
Montréal_V2,autobus OR tramway,22,Le Journal de Montréal,"En Moldavie, on se vaccine en montant dans le tramway",2021-07-14,20,https://www.journaldemontreal.com/2021/07/14/en-moldavie-on-se-vaccine-en-montant-dans-le-trolley,2021-08-03 19:43:52,local
Montréal_V2,autobus OR tramway,23,rezonodwes.com,Gonaïves : plus d'une demi-douzaine d'autobus de la compagnie »Le Transporteur » incendiés,2021-08-03,0,https://rezonodwes.com/2021/08/03/gonaives-plus-dune-demi-douzaine-dautobus-de-la-compagnie-le-transporteur-incendies/,2021-08-03 19:43:52,local
Montréal_V2,autobus OR tramway,24,Fm1033.ca,Le projet de tramway LÉEOà Longueuil récompensé par l'ICU,2021-07-21,13,https://www.fm1033.ca/le-projet-de-tramway-leeo-recompense-par-licu/,2021-08-03 19:43:53,local
Montréal_V2,autobus OR tramway,25,La Voix du Sud,Groupe Autobus Auger acquiert Transport Marquis,2021-07-08,26,https://www.lavoixdusud.com/2021/07/08/groupe-autobus-auger-acquiert-transport-marquis/,2021-08-03 19:43:53,local
Montréal_V2,météo,1,Le Journal de Montréal,Météo: le retour des beaux jours en août au Québec,2021-08-02,1,https://www.journaldemontreal.com/2021/08/02/meteo-le-retour-des-beaux-jours-en-aout-au-quebec,2021-08-03 19:44:01,local
Montréal_V2,météo,2,iHeartRadio,MÉTÉO: Août sera plus beau et plus chaud selon Météo Média,2021-08-03,0,https://www.iheartradio.ca/energie/energie-montreal/nouvelles/meteo-aout-sera-plus-beau-et-plus-chaud-selon-meteo-media-1.15769116,2021-08-03 19:44:02,local
Montréal_V2,météo,3,MétéoMédia,Un phénomène surprenant va complètement changer l'allure de l'été,2021-08-03,0,https://www.meteomedia.com/ca/nouvelles/article/un-phenomene-surprenant-va-completement-changer-lallure-de-lete,2021-08-03 19:44:02,local
Montréal_V2,météo,4,Le Soleil - Groupe Capitales Médias,Météo: quand les radars se «contredisent»… | Science | Actualités,2021-08-03,0,https://www.lesoleil.com/actualite/science/meteo-quand-les-radars-se-contredisent-0332cbf19d0dc1115a653fa94ecce5bf,2021-08-03 19:44:02,local
Montréal_V2,météo,5,MétéoMédia,Un rare phénomène météo pourrait se produire,2021-08-02,1,https://www.meteomedia.com/ca/nouvelles/article/un-rare-phenomene-meteo-pourrait-se-produire,2021-08-03 19:44:02,local
Montréal_V2,météo,6,Le Journal de Montréal,Les alertes météo et l'assurance,2021-07-27,7,https://www.journaldemontreal.com/2021/07/27/les-alertes-meteo-et-lassurance,2021-08-03 19:44:02,local
Montréal_V2,météo,7,MétéoMédia,La fumée a un impact sur la météo et sur le climat,2021-07-30,4,https://www.meteomedia.com/ca/nouvelles/article/comment-la-fumee-peut-elle-avoir-des-impacts-sur-la-meteo,2021-08-03 19:44:02,local
Montréal_V2,météo,8,MétéoMédia,Températures estivales : un joueur important fera son retour,2021-07-31,3,https://www.meteomedia.com/ca/nouvelles/article/temperature-estivale-un-joueur-important-fait-son-retour,2021-08-03 19:44:03,local
Montréal_V2,météo,9,Le Figaro,Météo : pourquoi fait-il si mauvais en France et chaud partout ailleurs ?,2021-08-03,0,https://www.lefigaro.fr/sciences/meteo-pourquoi-fait-il-si-mauvais-en-france-et-chaud-partout-ailleurs-20210803,2021-08-03 19:44:03,local
Montréal_V2,météo,10,Le Parisien,"Météo : un mois de juillet avec des températures de saison, mais beaucoup de pluie et peu de soleil",2021-08-03,0,https://www.leparisien.fr/meteo/meteo-un-mois-de-juillet-avec-des-temperatures-de-saison-mais-beaucoup-de-pluie-et-peu-de-soleil-03-08-2021-OJCUF2YUYRFYRNBURYFOADRC7Q.php,2021-08-03 19:44:03,local
Montréal_V2,météo,11,Le Journal de Québec,La météo pourrait poser problème aux pompiers forestiers,2021-07-22,12,https://www.journaldequebec.com/2021/07/22/la-meteo-pourrait-poser-probleme-aux-pompiers-forestiers,2021-08-03 19:44:03,local
Montréal_V2,météo,12,MétéoMédia,Incroyable : il fait plus chaud dans le Grand Nord qu’à Montréal,2021-07-29,5,https://www.meteomedia.com/ca/nouvelles/article/incroyable-il-fait-plus-chaud-dans-le-grand-nord-qua-montreal,2021-08-03 19:44:03,local
Montréal_V2,météo,13,MétéoMédia,Le Québec vit son pire cauchemar estival,2021-07-29,5,https://www.meteomedia.com/ca/nouvelles/article/le-quebec-vit-son-pire-cauchemar-estival,2021-08-03 19:44:04,local
Montréal_V2,météo,14,Franceinfo,Météo : il pleut 2 fois plus que d’habitude en Picardie mais les températures sont dans les normales de saison,2021-08-03,0,https://france3-regions.francetvinfo.fr/hauts-de-france/meteo-il-pleut-2-fois-plus-que-d-habitude-en-picardie-mais-les-temperatures-sont-dans-les-normales-de-saison-cet-ete-2203060.html,2021-08-03 19:44:04,local
Montréal_V2,météo,15,MétéoMédia,Un vaisseau extraterrestre observé dans l'espace ?,2021-08-02,1,https://www.meteomedia.com/ca/nouvelles/article/un-vaisseau-extraterrestre-observe-dans-lespace,2021-08-03 19:44:04,local
Montréal_V2,météo,16,La Chaîne Météo,Météo du mercredi 4 août : Fortes pluies et orages au sud,2021-08-03,0,https://actualite.lachainemeteo.com/actualite-meteo/2021-08-03/meteo-du-mercredi-4-aout-fortes-pluies-et-orages-au-sud-60252,2021-08-03 19:44:05,local
Montréal_V2,météo,17,MétéoMédia,Jeux de Tokyo : un joueur météo majeur pourrait nuire aux athlètes,2021-07-22,12,https://www.meteomedia.com/ca/nouvelles/article/jeux-de-tokyo-un-joueur-meteo-majeur-contre-les-athletes,2021-08-03 19:44:05,local
Montréal_V2,météo,18,LCI,Météo pluvieuse : les vacanciers changent de destination,2021-08-03,0,https://www.lci.fr/amp/meteo/video-meteo-pluvieuse-les-vacanciers-changent-de-destination-2193033.html,2021-08-03 19:44:05,local
Montréal_V2,météo,19,RTBF,"Applications météo sur votre smartphone, peu fiables ? On vous explique pourquoi",2021-08-03,0,https://www.rtbf.be/info/societe/detail_applications-meteo-sur-votre-smartphone-peu-fiables-on-vous-explique-pourquoi?id=10817471,2021-08-03 19:44:06,local
Montréal_V2,météo,20,LCI,Météo du 3 août 2021 : Prévisions météo à 20h55,2021-08-03,0,https://www.lci.fr/replay/video-meteo-du-3-aout-2021-previsions-meteo-a-20h55-2193025.html,2021-08-03 19:44:06,local
Montréal_V2,météo,21,Ma Côte-Nord,La météo spéciale du printemps sur la Côte-Nord n'a pas nui aux bleuets,2021-07-06,28,https://macotenord.com/la-meteo-speciale-du-printemps-sur-la-cote-nord-na-pas-nui-aux-bleuets/,2021-08-03 19:44:06,local
Montréal_V2,météo,22,La Chaîne Météo,Météo semaine : toujours pas d'été généralisé,2021-08-03,0,https://actualite.lachainemeteo.com/actualite-meteo/2021-08-03/meteo-semaine-toujours-pas-d-ete-generalise-60242,2021-08-03 19:44:06,local
Montréal_V2,météo,23,France Inter,Météo capricieuse : ces applications qui suivent les épisodes pluvieux à la trace,2021-08-03,0,https://www.franceinter.fr/meteo-capricieuse-ces-applications-qui-suivent-les-episodes-pluvieux-a-la-trace,2021-08-03 19:44:07,local
Montréal_V2,météo,24,Le Soir,Météo: l'IRM émet une alerte pluie pour plusieurs provinces,2021-08-03,0,https://www.lesoir.be/387594/article/2021-08-03/meteo-lirm-emet-une-alerte-pluie-pour-plusieurs-provinces,2021-08-03 19:44:07,local
Montréal_V2,météo,25,France Bleu,Météo en Alsace : à quand le retour des beaux jours ?,2021-08-03,0,https://www.francebleu.fr/infos/meteo/meteo-en-alsace-a-quand-le-retour-des-beaux-jours-1627999475,2021-08-03 19:44:07,local
